gene_id	gene_symbol	biotype	description	seq_region_name
ENSG00000181163	NPM1	protein_coding	nucleophosmin 1 [Source:HGNC Symbol;Acc:HGNC:7910]	5
ENSG00000108424	KPNB1	protein_coding	karyopherin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6400]	17
ENSG00000244509	APOBEC3C	protein_coding	apolipoprotein B mRNA editing enzyme catalytic subunit 3C [Source:HGNC Symbol;Acc:HGNC:17353]	22
ENSG00000134684	YARS1	protein_coding	tyrosyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12840]	1
ENSG00000075914	EXOSC7	protein_coding	exosome component 7 [Source:HGNC Symbol;Acc:HGNC:28112]	3
ENSG00000205937	RNPS1	protein_coding	RNA binding protein with serine rich domain 1 [Source:HGNC Symbol;Acc:HGNC:10080]	16
ENSG00000110107	PRPF19	protein_coding	pre-mRNA processing factor 19 [Source:HGNC Symbol;Acc:HGNC:17896]	11
ENSG00000198695	MT-ND6	protein_coding	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6 [Source:HGNC Symbol;Acc:HGNC:7462]	MT
ENSG00000213465	ARL2	protein_coding	ARF like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:693]	11
ENSG00000069011	PITX1	protein_coding	paired like homeodomain 1 [Source:HGNC Symbol;Acc:HGNC:9004]	5
ENSG00000134333	LDHA	protein_coding	lactate dehydrogenase A [Source:HGNC Symbol;Acc:HGNC:6535]	11
ENSG00000122644	ARL4A	protein_coding	ARF like GTPase 4A [Source:HGNC Symbol;Acc:HGNC:695]	7
ENSG00000130748	TMEM160	protein_coding	transmembrane protein 160 [Source:HGNC Symbol;Acc:HGNC:26042]	19
ENSG00000089356	FXYD3	protein_coding	FXYD domain containing ion transport regulator 3 [Source:HGNC Symbol;Acc:HGNC:4027]	19
ENSG00000123136	DDX39A	protein_coding	DExD-box helicase 39A [Source:HGNC Symbol;Acc:HGNC:17821]	19
ENSG00000169738	DCXR	protein_coding	dicarbonyl and L-xylulose reductase [Source:HGNC Symbol;Acc:HGNC:18985]	17
ENSG00000149948	HMGA2	protein_coding	high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]	12
ENSG00000137767	SQOR	protein_coding	sulfide quinone oxidoreductase [Source:HGNC Symbol;Acc:HGNC:20390]	15
ENSG00000161547	SRSF2	protein_coding	serine and arginine rich splicing factor 2 [Source:HGNC Symbol;Acc:HGNC:10783]	17
ENSG00000071462	BUD23	protein_coding	BUD23 rRNA methyltransferase and ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:16405]	7
ENSG00000120438	TCP1	protein_coding	t-complex 1 [Source:HGNC Symbol;Acc:HGNC:11655]	6
ENSG00000159335	PTMS	protein_coding	parathymosin [Source:HGNC Symbol;Acc:HGNC:9629]	12
ENSG00000127337	YEATS4	protein_coding	YEATS domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24859]	12
ENSG00000169976	SF3B5	protein_coding	splicing factor 3b subunit 5 [Source:HGNC Symbol;Acc:HGNC:21083]	6
ENSG00000142669	SH3BGRL3	protein_coding	SH3 domain binding glutamate rich protein like 3 [Source:HGNC Symbol;Acc:HGNC:15568]	1
ENSG00000184207	PGP	protein_coding	phosphoglycolate phosphatase [Source:HGNC Symbol;Acc:HGNC:8909]	16
ENSG00000169288	MRPL1	protein_coding	mitochondrial ribosomal protein L1 [Source:HGNC Symbol;Acc:HGNC:14275]	4
ENSG00000167468	GPX4	protein_coding	glutathione peroxidase 4 [Source:HGNC Symbol;Acc:HGNC:4556]	19
ENSG00000134291	TMEM106C	protein_coding	transmembrane protein 106C [Source:HGNC Symbol;Acc:HGNC:28775]	12
ENSG00000166902	MRPL16	protein_coding	mitochondrial ribosomal protein L16 [Source:HGNC Symbol;Acc:HGNC:14476]	11
ENSG00000147955	SIGMAR1	protein_coding	sigma non-opioid intracellular receptor 1 [Source:HGNC Symbol;Acc:HGNC:8157]	9
ENSG00000198786	MT-ND5	protein_coding	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5 [Source:HGNC Symbol;Acc:HGNC:7461]	MT
ENSG00000177192	PUS1	protein_coding	pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:15508]	12
ENSG00000051620	HEBP2	protein_coding	heme binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15716]	6
ENSG00000111057	KRT18	protein_coding	keratin 18 [Source:HGNC Symbol;Acc:HGNC:6430]	12
ENSG00000118705	RPN2	protein_coding	ribophorin II [Source:HGNC Symbol;Acc:HGNC:10382]	20
ENSG00000139372	TDG	protein_coding	thymine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:11700]	12
ENSG00000065911	MTHFD2	protein_coding	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:7434]	2
ENSG00000101220	ADISSP	protein_coding	adipose secreted signaling protein [Source:HGNC Symbol;Acc:HGNC:15873]	20
ENSG00000120265	PCMT1	protein_coding	protein-L-isoaspartate (D-aspartate) O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:8728]	6
ENSG00000112110	MRPL18	protein_coding	mitochondrial ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:14477]	6
ENSG00000130725	UBE2M	protein_coding	ubiquitin conjugating enzyme E2 M [Source:HGNC Symbol;Acc:HGNC:12491]	19
ENSG00000165233	CARD19	protein_coding	caspase recruitment domain family member 19 [Source:HGNC Symbol;Acc:HGNC:28148]	9
ENSG00000124207	CSE1L	protein_coding	chromosome segregation 1 like [Source:HGNC Symbol;Acc:HGNC:2431]	20
ENSG00000181885	CLDN7	protein_coding	claudin 7 [Source:HGNC Symbol;Acc:HGNC:2049]	17
ENSG00000140905	GCSH	protein_coding	glycine cleavage system protein H [Source:HGNC Symbol;Acc:HGNC:4208]	16
ENSG00000242372	EIF6	protein_coding	eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]	20
ENSG00000130726	TRIM28	protein_coding	tripartite motif containing 28 [Source:HGNC Symbol;Acc:HGNC:16384]	19
ENSG00000125445	MRPS7	protein_coding	mitochondrial ribosomal protein S7 [Source:HGNC Symbol;Acc:HGNC:14499]	17
ENSG00000153310	CYRIB	protein_coding	CYFIP related Rac1 interactor B [Source:HGNC Symbol;Acc:HGNC:25216]	8
ENSG00000108010	GLRX3	protein_coding	glutaredoxin 3 [Source:HGNC Symbol;Acc:HGNC:15987]	10
ENSG00000124831	LRRFIP1	protein_coding	LRR binding FLII interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6702]	2
ENSG00000164109	MAD2L1	protein_coding	mitotic arrest deficient 2 like 1 [Source:HGNC Symbol;Acc:HGNC:6763]	4
ENSG00000204370	SDHD	protein_coding	succinate dehydrogenase complex subunit D [Source:HGNC Symbol;Acc:HGNC:10683]	11
ENSG00000144848	ATG3	protein_coding	autophagy related 3 [Source:HGNC Symbol;Acc:HGNC:20962]	3
ENSG00000159140	SON	protein_coding	SON DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11183]	21
ENSG00000144029	MRPS5	protein_coding	mitochondrial ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:14498]	2
ENSG00000162545	CAMK2N1	protein_coding	calcium/calmodulin dependent protein kinase II inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:24190]	1
ENSG00000176894	PXMP2	protein_coding	peroxisomal membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:9716]	12
ENSG00000119707	RBM25	protein_coding	RNA binding motif protein 25 [Source:HGNC Symbol;Acc:HGNC:23244]	14
ENSG00000205581	HMGN1	protein_coding	high mobility group nucleosome binding domain 1 [Source:HGNC Symbol;Acc:HGNC:4984]	21
ENSG00000101160	CTSZ	protein_coding	cathepsin Z [Source:HGNC Symbol;Acc:HGNC:2547]	20
ENSG00000168393	DTYMK	protein_coding	deoxythymidylate kinase [Source:HGNC Symbol;Acc:HGNC:3061]	2
ENSG00000128641	MYO1B	protein_coding	myosin IB [Source:HGNC Symbol;Acc:HGNC:7596]	2
ENSG00000196465	MYL6B	protein_coding	myosin light chain 6B [Source:HGNC Symbol;Acc:HGNC:29823]	12
ENSG00000063660	GPC1	protein_coding	glypican 1 [Source:HGNC Symbol;Acc:HGNC:4449]	2
ENSG00000164985	PSIP1	protein_coding	PC4 and SRSF1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]	9
ENSG00000172318	B3GALT1	protein_coding	beta-1,3-galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:916]	2
ENSG00000178896	EXOSC4	protein_coding	exosome component 4 [Source:HGNC Symbol;Acc:HGNC:18189]	8
ENSG00000143179	UCK2	protein_coding	uridine-cytidine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12562]	1
ENSG00000156928	MALSU1	protein_coding	mitochondrial assembly of ribosomal large subunit 1 [Source:HGNC Symbol;Acc:HGNC:21721]	7
ENSG00000242485	MRPL20	protein_coding	mitochondrial ribosomal protein L20 [Source:HGNC Symbol;Acc:HGNC:14478]	1
ENSG00000198763	MT-ND2	protein_coding	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2 [Source:HGNC Symbol;Acc:HGNC:7456]	MT
ENSG00000225921	NOL7	protein_coding	nucleolar protein 7 [Source:HGNC Symbol;Acc:HGNC:21040]	6
ENSG00000167792	NDUFV1	protein_coding	NADH:ubiquinone oxidoreductase core subunit V1 [Source:HGNC Symbol;Acc:HGNC:7716]	11
ENSG00000113810	SMC4	protein_coding	structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013]	3
ENSG00000181610	MRPS23	protein_coding	mitochondrial ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:14509]	17
ENSG00000077152	UBE2T	protein_coding	ubiquitin conjugating enzyme E2 T [Source:HGNC Symbol;Acc:HGNC:25009]	1
ENSG00000109519	GRPEL1	protein_coding	GrpE like 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:19696]	4
ENSG00000179271	GADD45GIP1	protein_coding	GADD45G interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29996]	19
ENSG00000172663	TMEM134	protein_coding	transmembrane protein 134 [Source:HGNC Symbol;Acc:HGNC:26142]	11
ENSG00000126653	NSRP1	protein_coding	nuclear speckle splicing regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:25305]	17
ENSG00000164111	ANXA5	protein_coding	annexin A5 [Source:HGNC Symbol;Acc:HGNC:543]	4
ENSG00000087365	SF3B2	protein_coding	splicing factor 3b subunit 2 [Source:HGNC Symbol;Acc:HGNC:10769]	11
ENSG00000160256	SLX9	protein_coding	SLX9 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:15811]	21
ENSG00000197956	S100A6	protein_coding	S100 calcium binding protein A6 [Source:HGNC Symbol;Acc:HGNC:10496]	1
ENSG00000112081	SRSF3	protein_coding	serine and arginine rich splicing factor 3 [Source:HGNC Symbol;Acc:HGNC:10785]	6
ENSG00000137804	NUSAP1	protein_coding	nucleolar and spindle associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18538]	15
ENSG00000097033	SH3GLB1	protein_coding	SH3 domain containing GRB2 like, endophilin B1 [Source:HGNC Symbol;Acc:HGNC:10833]	1
ENSG00000148450	MSRB2	protein_coding	methionine sulfoxide reductase B2 [Source:HGNC Symbol;Acc:HGNC:17061]	10
ENSG00000106367	AP1S1	protein_coding	adaptor related protein complex 1 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:559]	7
ENSG00000169895	SYAP1	protein_coding	synapse associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16273]	X
ENSG00000125740	FOSB	protein_coding	FosB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3797]	19
ENSG00000159079	CFAP298	protein_coding	cilia and flagella associated protein 298 [Source:HGNC Symbol;Acc:HGNC:1301]	21
ENSG00000173436	MICOS10	protein_coding	mitochondrial contact site and cristae organizing system subunit 10 [Source:HGNC Symbol;Acc:HGNC:32068]	1
ENSG00000115457	IGFBP2	protein_coding	insulin like growth factor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:5471]	2
ENSG00000164543	STK17A	protein_coding	serine/threonine kinase 17a [Source:HGNC Symbol;Acc:HGNC:11395]	7
ENSG00000168268	NT5DC2	protein_coding	5'-nucleotidase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25717]	3
ENSG00000235162	C12orf75	protein_coding	chromosome 12 open reading frame 75 [Source:HGNC Symbol;Acc:HGNC:35164]	12
ENSG00000204922	UQCC3	protein_coding	ubiquinol-cytochrome c reductase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:34399]	11
ENSG00000107581	EIF3A	protein_coding	eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271]	10
ENSG00000131871	SELENOS	protein_coding	selenoprotein S [Source:HGNC Symbol;Acc:HGNC:30396]	15
ENSG00000196419	XRCC6	protein_coding	X-ray repair cross complementing 6 [Source:HGNC Symbol;Acc:HGNC:4055]	22
ENSG00000166913	YWHAB	protein_coding	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta [Source:HGNC Symbol;Acc:HGNC:12849]	20
ENSG00000172301	COPRS	protein_coding	coordinator of PRMT5 and differentiation stimulator [Source:HGNC Symbol;Acc:HGNC:28848]	17
ENSG00000107438	PDLIM1	protein_coding	PDZ and LIM domain 1 [Source:HGNC Symbol;Acc:HGNC:2067]	10
ENSG00000145907	G3BP1	protein_coding	G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292]	5
ENSG00000106803	SEC61B	protein_coding	SEC61 translocon subunit beta [Source:HGNC Symbol;Acc:HGNC:16993]	9
ENSG00000206075	SERPINB5	protein_coding	serpin family B member 5 [Source:HGNC Symbol;Acc:HGNC:8949]	18
ENSG00000102554	KLF5	protein_coding	KLF transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:6349]	13
ENSG00000154102	C16orf74	protein_coding	chromosome 16 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:23362]	16
ENSG00000136068	FLNB	protein_coding	filamin B [Source:HGNC Symbol;Acc:HGNC:3755]	3
ENSG00000177565	TBL1XR1	protein_coding	TBL1X/Y related 1 [Source:HGNC Symbol;Acc:HGNC:29529]	3
ENSG00000115129	TP53I3	protein_coding	tumor protein p53 inducible protein 3 [Source:HGNC Symbol;Acc:HGNC:19373]	2
ENSG00000105438	KDELR1	protein_coding	KDEL endoplasmic reticulum protein retention receptor 1 [Source:HGNC Symbol;Acc:HGNC:6304]	19
ENSG00000174851	YIF1A	protein_coding	Yip1 interacting factor homolog A, membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:16688]	11
ENSG00000143106	PSMA5	protein_coding	proteasome 20S subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:9534]	1
ENSG00000198498	TMA16	protein_coding	translation machinery associated 16 homolog [Source:HGNC Symbol;Acc:HGNC:25638]	4
ENSG00000134363	FST	protein_coding	follistatin [Source:HGNC Symbol;Acc:HGNC:3971]	5
ENSG00000162063	CCNF	protein_coding	cyclin F [Source:HGNC Symbol;Acc:HGNC:1591]	16
ENSG00000132432	SEC61G	protein_coding	SEC61 translocon subunit gamma [Source:HGNC Symbol;Acc:HGNC:18277]	7
ENSG00000198804	MT-CO1	protein_coding	mitochondrially encoded cytochrome c oxidase I [Source:HGNC Symbol;Acc:HGNC:7419]	MT
ENSG00000100632	ERH	protein_coding	ERH mRNA splicing and mitosis factor [Source:HGNC Symbol;Acc:HGNC:3447]	14
ENSG00000134809	TIMM10	protein_coding	translocase of inner mitochondrial membrane 10 [Source:HGNC Symbol;Acc:HGNC:11814]	11
ENSG00000128524	ATP6V1F	protein_coding	ATPase H+ transporting V1 subunit F [Source:HGNC Symbol;Acc:HGNC:16832]	7
ENSG00000106344	RBM28	protein_coding	RNA binding motif protein 28 [Source:HGNC Symbol;Acc:HGNC:21863]	7
ENSG00000101224	CDC25B	protein_coding	cell division cycle 25B [Source:HGNC Symbol;Acc:HGNC:1726]	20
ENSG00000184924	PTRHD1	protein_coding	peptidyl-tRNA hydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33782]	2
ENSG00000136718	IMP4	protein_coding	IMP U3 small nucleolar ribonucleoprotein 4 [Source:HGNC Symbol;Acc:HGNC:30856]	2
ENSG00000100138	SNU13	protein_coding	small nuclear ribonucleoprotein 13 [Source:HGNC Symbol;Acc:HGNC:7819]	22
ENSG00000105518	TMEM205	protein_coding	transmembrane protein 205 [Source:HGNC Symbol;Acc:HGNC:29631]	19
ENSG00000106400	ZNHIT1	protein_coding	zinc finger HIT-type containing 1 [Source:HGNC Symbol;Acc:HGNC:21688]	7
ENSG00000119326	CTNNAL1	protein_coding	catenin alpha like 1 [Source:HGNC Symbol;Acc:HGNC:2512]	9
ENSG00000136930	PSMB7	protein_coding	proteasome 20S subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:9544]	9
ENSG00000102007	PLP2	protein_coding	proteolipid protein 2 [Source:HGNC Symbol;Acc:HGNC:9087]	X
ENSG00000104738	MCM4	protein_coding	minichromosome maintenance complex component 4 [Source:HGNC Symbol;Acc:HGNC:6947]	8
ENSG00000084463	WBP11	protein_coding	WW domain binding protein 11 [Source:HGNC Symbol;Acc:HGNC:16461]	12
ENSG00000108055	SMC3	protein_coding	structural maintenance of chromosomes 3 [Source:HGNC Symbol;Acc:HGNC:2468]	10
ENSG00000163468	CCT3	protein_coding	chaperonin containing TCP1 subunit 3 [Source:HGNC Symbol;Acc:HGNC:1616]	1
ENSG00000148344	PTGES	protein_coding	prostaglandin E synthase [Source:HGNC Symbol;Acc:HGNC:9599]	9
ENSG00000132475	H3-3B	protein_coding	H3.3 histone B [Source:HGNC Symbol;Acc:HGNC:4765]	17
ENSG00000013588	GPRC5A	protein_coding	G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]	12
ENSG00000099622	CIRBP	protein_coding	cold inducible RNA binding protein [Source:HGNC Symbol;Acc:HGNC:1982]	19
ENSG00000166710	B2M	protein_coding	beta-2-microglobulin [Source:HGNC Symbol;Acc:HGNC:914]	15
ENSG00000141552	ANAPC11	protein_coding	anaphase promoting complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:14452]	17
ENSG00000044574	HSPA5	protein_coding	heat shock protein family A (Hsp70) member 5 [Source:HGNC Symbol;Acc:HGNC:5238]	9
ENSG00000115364	MRPL19	protein_coding	mitochondrial ribosomal protein L19 [Source:HGNC Symbol;Acc:HGNC:14052]	2
ENSG00000030582	GRN	protein_coding	granulin precursor [Source:HGNC Symbol;Acc:HGNC:4601]	17
ENSG00000102030	NAA10	protein_coding	N-alpha-acetyltransferase 10, NatA catalytic subunit [Source:HGNC Symbol;Acc:HGNC:18704]	X
ENSG00000115963	RND3	protein_coding	Rho family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:671]	2
ENSG00000184897	H1-10	protein_coding	H1.10 linker histone [Source:HGNC Symbol;Acc:HGNC:4722]	3
ENSG00000159593	NAE1	protein_coding	NEDD8 activating enzyme E1 subunit 1 [Source:HGNC Symbol;Acc:HGNC:621]	16
ENSG00000112335	SNX3	protein_coding	sorting nexin 3 [Source:HGNC Symbol;Acc:HGNC:11174]	6
ENSG00000138668	HNRNPD	protein_coding	heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036]	4
ENSG00000119403	PHF19	protein_coding	PHD finger protein 19 [Source:HGNC Symbol;Acc:HGNC:24566]	9
ENSG00000233276	GPX1	protein_coding	glutathione peroxidase 1 [Source:HGNC Symbol;Acc:HGNC:4553]	3
ENSG00000103260	METRN	protein_coding	meteorin, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:14151]	16
ENSG00000125970	RALY	protein_coding	RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15921]	20
ENSG00000108826	MRPL27	protein_coding	mitochondrial ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:14483]	17
ENSG00000196954	CASP4	protein_coding	caspase 4 [Source:HGNC Symbol;Acc:HGNC:1505]	11
ENSG00000166595	CIAO2B	protein_coding	cytosolic iron-sulfur assembly component 2B [Source:HGNC Symbol;Acc:HGNC:24261]	16
ENSG00000162607	USP1	protein_coding	ubiquitin specific peptidase 1 [Source:HGNC Symbol;Acc:HGNC:12607]	1
ENSG00000105968	H2AZ2	protein_coding	H2A.Z variant histone 2 [Source:HGNC Symbol;Acc:HGNC:20664]	7
ENSG00000106628	POLD2	protein_coding	DNA polymerase delta 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9176]	7
ENSG00000125826	RBCK1	protein_coding	RANBP2-type and C3HC4-type zinc finger containing 1 [Source:HGNC Symbol;Acc:HGNC:15864]	20
ENSG00000120705	ETF1	protein_coding	eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]	5
ENSG00000061794	MRPS35	protein_coding	mitochondrial ribosomal protein S35 [Source:HGNC Symbol;Acc:HGNC:16635]	12
ENSG00000106588	PSMA2	protein_coding	proteasome 20S subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:9531]	7
ENSG00000006634	DBF4	protein_coding	DBF4-CDC7 kinase regulatory subunit [Source:HGNC Symbol;Acc:HGNC:17364]	7
ENSG00000236523	NPM1P40	processed_pseudogene	nucleophosmin 1 pseudogene 40 [Source:HGNC Symbol;Acc:HGNC:45219]	1
ENSG00000029993	HMGB3	protein_coding	high mobility group box 3 [Source:HGNC Symbol;Acc:HGNC:5004]	X
ENSG00000085719	CPNE3	protein_coding	copine 3 [Source:HGNC Symbol;Acc:HGNC:2316]	8
ENSG00000133935	ERG28	protein_coding	ergosterol biosynthesis 28 homolog [Source:HGNC Symbol;Acc:HGNC:1187]	14
ENSG00000108774	RAB5C	protein_coding	RAB5C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9785]	17
ENSG00000217555	CKLF	protein_coding	chemokine like factor [Source:HGNC Symbol;Acc:HGNC:13253]	16
ENSG00000137547	MRPL15	protein_coding	mitochondrial ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:14054]	8
ENSG00000084092	NOA1	protein_coding	nitric oxide associated 1 [Source:HGNC Symbol;Acc:HGNC:28473]	4
ENSG00000164897	TMUB1	protein_coding	transmembrane and ubiquitin like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21709]	7
ENSG00000135390	ATP5MC2	protein_coding	ATP synthase membrane subunit c locus 2 [Source:HGNC Symbol;Acc:HGNC:842]	12
ENSG00000107949	BCCIP	protein_coding	BRCA2 and CDKN1A interacting protein [Source:HGNC Symbol;Acc:HGNC:978]	10
ENSG00000100028	SNRPD3	protein_coding	small nuclear ribonucleoprotein D3 polypeptide [Source:HGNC Symbol;Acc:HGNC:11160]	22
ENSG00000148803	FUOM	protein_coding	fucose mutarotase [Source:HGNC Symbol;Acc:HGNC:24733]	10
ENSG00000115241	PPM1G	protein_coding	protein phosphatase, Mg2+/Mn2+ dependent 1G [Source:HGNC Symbol;Acc:HGNC:9278]	2
ENSG00000108468	CBX1	protein_coding	chromobox 1 [Source:HGNC Symbol;Acc:HGNC:1551]	17
ENSG00000109113	RAB34	protein_coding	RAB34, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16519]	17
ENSG00000141101	NOB1	protein_coding	NIN1 (RPN12) binding protein 1 homolog [Source:HGNC Symbol;Acc:HGNC:29540]	16
ENSG00000108588	CCDC47	protein_coding	coiled-coil domain containing 47 [Source:HGNC Symbol;Acc:HGNC:24856]	17
ENSG00000170545	SMAGP	protein_coding	small cell adhesion glycoprotein [Source:HGNC Symbol;Acc:HGNC:26918]	12
ENSG00000110057	UNC93B1	protein_coding	unc-93B1 regulator of TLR signaling [Source:HGNC Symbol;Acc:HGNC:13481]	11
ENSG00000141580	WDR45B	protein_coding	WD repeat domain 45B [Source:HGNC Symbol;Acc:HGNC:25072]	17
ENSG00000163931	TKT	protein_coding	transketolase [Source:HGNC Symbol;Acc:HGNC:11834]	3
ENSG00000116455	WDR77	protein_coding	WD repeat domain 77 [Source:HGNC Symbol;Acc:HGNC:29652]	1
ENSG00000107371	EXOSC3	protein_coding	exosome component 3 [Source:HGNC Symbol;Acc:HGNC:17944]	9
ENSG00000196141	SPATS2L	protein_coding	spermatogenesis associated serine rich 2 like [Source:HGNC Symbol;Acc:HGNC:24574]	2
ENSG00000127948	POR	protein_coding	cytochrome p450 oxidoreductase [Source:HGNC Symbol;Acc:HGNC:9208]	7
ENSG00000138430	OLA1	protein_coding	Obg like ATPase 1 [Source:HGNC Symbol;Acc:HGNC:28833]	2
ENSG00000105401	CDC37	protein_coding	cell division cycle 37, HSP90 cochaperone [Source:HGNC Symbol;Acc:HGNC:1735]	19
ENSG00000110696	C11orf58	protein_coding	chromosome 11 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:16990]	11
ENSG00000012061	ERCC1	protein_coding	ERCC excision repair 1, endonuclease non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3433]	19
ENSG00000111229	ARPC3	protein_coding	actin related protein 2/3 complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:706]	12
ENSG00000171222	SCAND1	protein_coding	SCAN domain containing 1 [Source:HGNC Symbol;Acc:HGNC:10566]	20
ENSG00000171345	KRT19	protein_coding	keratin 19 [Source:HGNC Symbol;Acc:HGNC:6436]	17
ENSG00000065548	ZC3H15	protein_coding	zinc finger CCCH-type containing 15 [Source:HGNC Symbol;Acc:HGNC:29528]	2
ENSG00000132698	RAB25	protein_coding	RAB25, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18238]	1
ENSG00000182004	SNRPE	protein_coding	small nuclear ribonucleoprotein polypeptide E [Source:HGNC Symbol;Acc:HGNC:11161]	1
ENSG00000103550	KNOP1	protein_coding	lysine rich nucleolar protein 1 [Source:HGNC Symbol;Acc:HGNC:34404]	16
ENSG00000163463	KRTCAP2	protein_coding	keratinocyte associated protein 2 [Source:HGNC Symbol;Acc:HGNC:28942]	1
ENSG00000089220	PEBP1	protein_coding	phosphatidylethanolamine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8630]	12
ENSG00000196591	HDAC2	protein_coding	histone deacetylase 2 [Source:HGNC Symbol;Acc:HGNC:4853]	6
ENSG00000166250	CLMP	protein_coding	CXADR like cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:24039]	11
ENSG00000125534	PPDPF	protein_coding	pancreatic progenitor cell differentiation and proliferation factor [Source:HGNC Symbol;Acc:HGNC:16142]	20
ENSG00000117984	CTSD	protein_coding	cathepsin D [Source:HGNC Symbol;Acc:HGNC:2529]	11
ENSG00000167460	TPM4	protein_coding	tropomyosin 4 [Source:HGNC Symbol;Acc:HGNC:12013]	19
ENSG00000150991	UBC	protein_coding	ubiquitin C [Source:HGNC Symbol;Acc:HGNC:12468]	12
ENSG00000159199	ATP5MC1	protein_coding	ATP synthase membrane subunit c locus 1 [Source:HGNC Symbol;Acc:HGNC:841]	17
ENSG00000198901	PRC1	protein_coding	protein regulator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:9341]	15
ENSG00000177885	GRB2	protein_coding	growth factor receptor bound protein 2 [Source:HGNC Symbol;Acc:HGNC:4566]	17
ENSG00000174564	IL20RB	protein_coding	interleukin 20 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:6004]	3
ENSG00000257727	CNPY2	protein_coding	canopy FGF signaling regulator 2 [Source:HGNC Symbol;Acc:HGNC:13529]	12
